name,team_release,ra,dec,dist_h,log_m_hi_corr,ell_maj_beams_30arcsec,rel,qflag
WALLABY J101237-425619,Vela TR1,153.1556657431128,-42.93871858480925,42.752965723326255,9.046163630239457,1.52563248984,0.9999991619806078,0.0
WALLABY J101239-444058,Vela TR1,153.1658175257855,-44.68277769681697,281.91107770875107,10.021113422798566,1.1826758128,0.9054681210064501,0.0
WALLABY J101303-440332,Vela TR1,153.2626097098727,-44.05901730609428,89.4895604583289,9.652398925432237,1.84068835258,0.9999999998832437,0.0
WALLABY J101312-484049,Vela TR1,153.3022476164686,-48.68047761772429,198.48545720748993,10.036839526473212,1.29398048127,0.8372905844101595,0.0
WALLABY J101329-444504,Vela TR1,153.3715676899386,-44.75116104166244,52.485429001507285,9.118689112601121,2.06874219946,0.9999999985969662,0.0
WALLABY J101330-434301,Vela TR1,153.3753450044368,-43.71700135586159,65.21067278404824,9.905773457164832,2.47774650111,1.0,4.0
WALLABY J101331-434904,Vela TR1,153.3795323541981,-43.81792670205889,60.216935098176805,9.818747218338068,2.8271595405,1.0,4.0
WALLABY J101333-432720,Vela TR1,153.3914030183913,-43.45554345702163,65.10004012903443,9.555415852345334,1.67623178115,0.9999999999999858,4.0
WALLABY J101351-483153,Vela TR1,153.4653954054823,-48.53151481605509,217.7222086374286,9.93211107374102,1.13556625114,0.9499433711917826,0.0
WALLABY J101423-432437,Vela TR1,153.5984316720505,-43.41048827216974,41.753419769058894,8.762771906392816,1.55250691612,0.9966833985783576,0.0
